Date,Open,High,Low,Close,Adj Close,Volume
2020-08-02,0.257817,0.264747,0.246684,0.254355,0.254355,86403
2020-08-03,0.254275,0.260034,0.253278,0.255900,0.255900,67622
2020-08-04,0.255849,0.263641,0.255490,0.259458,0.259458,115706
2020-08-05,0.259464,0.264689,0.254266,0.263110,0.263110,106087
2020-08-06,0.263110,0.264165,0.248349,0.249795,0.249795,140383
2020-08-07,0.249776,0.262358,0.248116,0.257974,0.257974,517961
2020-08-08,0.258357,0.266070,0.255955,0.262674,0.262674,689374
2020-08-09,0.262758,0.268053,0.260853,0.264108,0.264108,853118
2020-08-10,0.264108,0.271127,0.262777,0.266963,0.266963,2743598
2020-08-11,0.266999,0.271355,0.260260,0.266229,0.266229,2825367
2020-08-16,0.294745,0.298669,0.281391,0.298435,0.298435,2731471
2020-08-17,0.298435,0.330969,0.294354,0.330562,0.330562,3064192
2020-08-18,0.330371,0.336229,0.326925,0.332142,0.332142,2926204
2020-08-19,0.332111,0.333006,0.321162,0.327462,0.327462,2804541
2020-08-20,0.327462,0.354603,0.301548,0.354264,0.354264,2904522
2020-08-21,0.354203,0.355831,0.326268,0.327460,0.327460,2595226
2020-08-22,0.327435,0.340306,0.323695,0.340306,0.340306,2148436
2020-08-23,0.340222,0.359784,0.336101,0.359117,0.359117,2092419
2020-08-24,0.358931,0.364253,0.351590,0.362172,0.362172,2337996
2020-08-25,0.361744,0.362746,0.335213,0.343675,0.343675,2439552
2020-08-26,0.343598,0.350120,0.341064,0.346586,0.346586,2259049
2020-08-27,0.346598,0.350815,0.334816,0.342984,0.342984,2342894
2020-08-28,0.342986,0.349641,0.341125,0.346703,0.346703,2327939
2020-08-29,0.346956,0.350617,0.344082,0.344853,0.344853,2380344
2020-08-30,0.344766,0.358303,0.344766,0.352131,0.352131,2467038
2020-08-31,0.352322,0.357584,0.348138,0.353463,0.353463,2640305
2020-09-01,0.353300,0.355038,0.337414,0.345042,0.345042,2577565
2020-09-02,0.344567,0.350112,0.332133,0.341917,0.341917,2298725
2020-09-03,0.341896,0.347426,0.317853,0.318703,0.318703,2484367
2020-09-04,0.318831,0.321442,0.289950,0.295359,0.295359,2711676
2020-09-22,0.221991,0.225757,0.208804,0.222040,0.222040,1992390
2020-09-23,0.222021,0.283275,0.199597,0.278455,0.278455,2421433
2020-09-24,0.278455,0.308166,0.277005,0.291895,0.291895,2691828
2020-09-25,0.291810,0.292603,0.269244,0.282431,0.282431,3185945
2020-09-26,0.282656,0.292078,0.265965,0.283468,0.283468,2921125
2020-09-27,0.283398,0.284731,0.265316,0.272458,0.272458,3122019
2020-09-28,0.272458,0.286031,0.255807,0.258434,0.258434,3880337
2020-09-29,0.258215,0.264571,0.232450,0.244505,0.244505,3134435
2020-09-30,0.244470,0.244599,0.207331,0.211940,0.211940,3097042
2020-10-01,0.211903,0.225018,0.211903,0.222467,0.222467,3119243
2020-10-05,0.210375,0.216301,0.209264,0.211296,0.211296,3427257
2020-10-06,0.211155,0.213179,0.202109,0.202443,0.202443,3679869
2020-10-07,0.202412,0.202802,0.196400,0.198205,0.198205,3339106
2020-10-08,0.198102,0.204137,0.196846,0.202840,0.202840,3744923
2020-10-10,0.219085,0.223597,0.202162,0.203603,0.203603,3397063
2020-10-11,0.203646,0.209726,0.202847,0.207020,0.207020,2877699
2020-10-14,0.215510,0.215740,0.202157,0.204797,0.204797,3352150
2020-10-15,0.204873,0.233558,0.203683,0.231931,0.231931,3927236
2020-10-16,0.232241,0.233710,0.201662,0.208419,0.208419,3498594
2020-10-17,0.208956,0.215024,0.200191,0.204418,0.204418,3128635
2020-10-18,0.204424,0.210280,0.204421,0.210130,0.210130,3194844
2020-10-19,0.210228,0.210308,0.200474,0.202488,0.202488,3913728
2020-10-20,0.202513,0.206795,0.200261,0.202214,0.202214,3535936
2020-10-21,0.202232,0.212459,0.199733,0.209158,0.209158,4201078
2020-10-22,0.209062,0.223832,0.208711,0.220756,0.220756,3631069
2020-10-23,0.220908,0.220908,0.189881,0.208177,0.208177,3169795
2020-10-24,0.208184,0.223918,0.203576,0.223076,0.223076,3331037
2020-10-25,0.223076,0.224176,0.216775,0.220082,0.220082,3168408
2020-10-26,0.220086,0.223659,0.208061,0.220888,0.220888,3149523
2020-10-27,0.220888,0.221835,0.199706,0.208654,0.208654,4063593
2020-10-28,0.208654,0.211028,0.198015,0.207250,0.207250,3420083
2020-10-29,0.207251,0.208887,0.204483,0.208797,0.208797,3380171
2020-10-30,0.208792,0.209831,0.196545,0.205995,0.205995,3315897
2020-10-31,0.205995,0.212281,0.201215,0.204918,0.204918,3652349
2020-11-01,0.204918,0.208562,0.194595,0.205742,0.205742,3561964
2020-11-02,0.205742,0.207294,0.181801,0.198560,0.198560,4019066
2020-11-03,0.198555,0.201387,0.190360,0.201387,0.201387,4017319
2020-11-04,0.201338,0.206545,0.195834,0.205081,0.205081,4047964
2020-11-05,0.204905,0.227932,0.204258,0.227932,0.227932,5172883
2020-11-06,0.227932,0.282545,0.222310,0.282128,0.282128,4222205
2020-11-07,0.282128,0.283810,0.224950,0.259658,0.259658,4361382
2020-11-08,0.259660,0.275402,0.250299,0.273163,0.273163,4562025
2020-11-09,0.273170,0.273952,0.241150,0.266033,0.266033,4650085
2020-11-10,0.266022,0.272357,0.264146,0.267951,0.267951,591366
2020-11-11,0.267957,0.274801,0.264782,0.273800,0.273800,4230834
2020-11-12,0.273790,0.282052,0.269637,0.280880,0.280880,5244059
2020-11-13,0.280882,0.283255,0.273755,0.275288,0.275288,4870704
2020-11-14,0.275288,0.279067,0.264207,0.267732,0.267732,5264792
2020-11-15,0.267741,0.275309,0.264648,0.270095,0.270095,4435957
2020-11-16,0.270094,0.281768,0.267538,0.280426,0.280426,4937281
2020-11-17,0.280084,0.295508,0.270771,0.293505,0.293505,5972747
2020-11-18,0.293385,0.303076,0.289404,0.294513,0.294513,5107110
2020-11-19,0.294338,0.300494,0.275160,0.289587,0.289587,4410593
2020-11-20,0.289581,0.304141,0.284174,0.296823,0.296823,5283185
2020-11-21,0.296804,0.314187,0.288530,0.303658,0.303658,6371296
2020-11-22,0.303674,0.309109,0.291073,0.303275,0.303275,5153387
2020-11-23,0.303259,0.313173,0.263249,0.309104,0.309104,5173575
2020-11-24,0.309062,0.328020,0.302623,0.322351,0.322351,5428168
2020-11-25,0.322346,0.329504,0.314729,0.319778,0.319778,5217961
2020-11-26,0.319632,0.321699,0.289038,0.309973,0.309973,5006974
2020-11-27,0.310149,0.313723,0.296557,0.306932,0.306932,4446656
2020-11-28,0.306946,0.319605,0.304760,0.318514,0.318514,4483272
2020-11-29,0.318482,0.337297,0.313032,0.335059,0.335059,5086491
2020-11-30,0.335035,0.396991,0.292303,0.388464,0.388464,5575829
2020-12-01,0.388456,0.389857,0.363652,0.371221,0.371221,4613072
2020-12-02,0.371156,0.406595,0.366071,0.382880,0.382880,5217121
2020-12-03,0.382855,0.408715,0.374153,0.408255,0.408255,5401881
2020-12-04,0.408273,0.424978,0.350863,0.418163,0.418163,4891561
2020-12-05,0.417779,0.436464,0.402367,0.435140,0.435140,5518704
2020-12-06,0.435193,0.440583,0.396437,0.440226,0.440226,5459356
2020-12-07,0.440315,0.443503,0.421127,0.442833,0.442833,5651165
2020-12-08,0.442790,0.483087,0.438309,0.462760,0.462760,5621047
2020-12-09,0.462752,0.463475,0.430974,0.444882,0.444882,4856023
2020-12-10,0.444824,0.475145,0.425592,0.462309,0.462309,3645800
2020-12-11,0.462317,0.463761,0.445822,0.458353,0.458353,5111087
2020-12-12,0.458342,0.483065,0.455813,0.475032,0.475032,5238724
2020-12-13,0.474968,0.496257,0.470798,0.490339,0.490339,6188147
2020-12-14,0.490381,0.533037,0.486169,0.527052,0.527052,6302872
2020-12-15,0.527128,0.540980,0.498995,0.538980,0.538980,5920353
2020-12-16,0.538924,0.614614,0.523425,0.601521,0.601521,1595730
2020-12-17,0.601555,0.646957,0.588671,0.636504,0.636504,5781558
2020-12-18,0.636332,0.655638,0.633527,0.648585,0.648585,6080873
2020-12-19,0.648648,0.736491,0.641791,0.667100,0.667100,6423934
2020-12-20,0.667061,0.749444,0.639891,0.650059,0.650059,5557084
2020-12-21,0.650117,0.780161,0.622989,0.773841,0.773841,6953238
2020-12-22,0.773765,0.829274,0.752413,0.812781,0.812781,8681381
2020-12-23,0.812949,0.889711,0.791911,0.875438,0.875438,9086957
2020-12-24,0.874485,0.945225,0.720110,0.939614,0.939614,7185753
2020-12-25,0.939467,1.102900,0.939467,1.102399,1.102399,8173145
2020-12-26,1.102135,1.310591,0.889937,1.309034,1.309034,8652963
2020-12-27,1.308698,1.438273,0.953026,1.369289,1.369289,9324115
2020-12-28,1.368240,1.461631,1.304309,1.316703,1.316703,5106472
2020-12-29,1.316912,1.448578,1.199566,1.315324,1.315324,6003488
2020-12-30,1.296751,1.550334,1.270422,1.394056,1.394056,9953828
2020-12-31,1.394093,1.545805,1.303672,1.380920,1.380920,8377328
2021-01-01,1.380840,1.563543,1.329115,1.333829,1.333829,5112231
2021-01-02,1.333978,1.680812,1.314272,1.459188,1.459188,10506794
2021-01-03,1.459827,1.747698,1.454126,1.529261,1.529261,6887938
2021-01-04,1.528000,1.741257,1.376981,1.703902,1.703902,9976257
2021-01-05,1.703504,1.810156,1.623481,1.794644,1.794644,8938540
2021-01-06,1.793255,1.816845,1.693467,1.793509,1.793509,10856708
2021-01-07,1.793953,1.907508,1.700690,1.907508,1.907508,10424498
2021-01-08,1.907409,2.185548,1.733463,2.150535,2.150535,13268377
2021-01-09,2.149914,2.285545,2.096612,2.271162,2.271162,12156581
2021-01-10,2.271298,2.305475,2.102607,2.201774,2.201774,9512447
2021-01-11,2.201082,2.201082,1.787683,2.074361,2.074361,13500264
2021-01-12,2.074852,2.168492,1.998961,2.091817,2.091817,10845573
2021-01-13,2.091838,2.484359,2.020113,2.476338,2.476338,13799452
2021-01-14,2.475004,2.753854,2.154780,2.378433,2.378433,9915849
2021-01-15,2.378232,2.781306,2.122034,2.239118,2.239118,8154780
2021-01-16,2.241907,2.714040,2.144663,2.153590,2.153590,8221208
2021-01-17,2.152191,2.649166,2.034521,2.095303,2.095303,6721431
2021-01-18,2.096130,2.673368,2.021400,2.635227,2.635227,9231147
2021-01-19,2.606763,2.744206,2.572273,2.599842,2.599842,8554635
2021-01-20,2.597559,2.708751,2.479953,2.686230,2.686230,9620387
2021-01-21,2.682400,2.686318,2.270242,2.308743,2.308743,8972780
2021-01-22,2.308992,2.586511,2.197996,2.537179,2.537179,7923389
2021-01-23,2.521322,2.560835,2.459227,2.471634,2.471634,7902765
2021-01-24,2.472248,2.566786,2.411335,2.481197,2.481197,2621076
2021-01-25,2.480252,2.662224,2.478089,2.507876,2.507876,7474940
2021-01-26,2.508382,2.559467,2.417639,2.539498,2.539498,7756340
2021-01-27,2.539155,2.541613,2.306599,2.326853,2.326853,6876443
2021-01-28,2.328915,2.455330,2.308790,2.421390,2.421390,7671875
2021-01-29,2.564576,2.708024,2.378024,2.558223,2.558223,6648276
2021-01-30,2.565519,2.608715,2.365746,2.500989,2.500989,6405405
2021-01-31,2.500065,2.529395,2.290313,2.374261,2.374261,5313214
2021-02-01,2.373640,2.577504,2.340245,2.562210,2.562210,7812565
2021-02-02,2.563491,2.744069,2.562678,2.700383,2.700383,7419066
2021-02-03,2.699735,2.952678,2.697447,2.932341,2.932341,8168311
2021-02-04,2.934382,3.048198,2.727541,2.943758,2.943758,8379553
2021-02-05,2.942993,3.047529,2.930128,3.047529,3.047529,6718796
2021-02-06,3.049875,3.232198,2.980341,3.017801,3.017801,8163261
2021-02-07,3.019513,3.139786,2.946727,3.015959,3.015959,5785634
2021-02-08,3.016086,3.430071,2.943856,3.419529,3.419529,10163892
2021-02-09,3.438031,3.629203,3.327805,3.591351,3.591351,10426797
2021-02-10,3.600245,3.637391,3.398035,3.463703,3.463703,11671914
2021-02-11,3.463350,3.710054,3.426898,3.626112,3.626112,9710627
2021-02-12,3.627130,3.679868,3.504616,3.556444,3.556444,8828777
2021-02-13,3.556013,3.606081,3.451163,3.521663,3.521663,9618757
2021-02-14,3.521479,3.713650,3.414377,3.656617,3.656617,8648724
2021-02-15,3.656346,3.687179,3.406533,3.428534,3.428534,10574039
2021-02-16,3.428639,3.590159,3.375512,3.464665,3.464665,6780793
2021-02-17,3.463490,3.677804,3.441051,3.624174,3.624174,9032911
2021-02-18,3.624785,3.707546,3.511304,3.670769,3.670769,7600809
2021-02-19,3.670503,3.934045,3.523232,3.924017,3.924017,7151458
2021-02-20,3.923573,4.085002,3.744809,3.923989,3.923989,9433632
2021-02-21,3.923966,4.048877,3.862675,3.946691,3.946691,7711113
2021-02-22,3.944654,3.945908,3.443402,3.738753,3.738753,10196254
2021-02-23,3.733915,3.738466,3.046977,3.290317,3.290317,6979604
2021-02-24,3.291139,3.575233,3.218580,3.401361,3.401361,8390059
2021-02-25,3.403306,3.532636,2.936181,2.992649,2.992649,8688993
2021-02-26,2.990984,3.183093,2.934852,3.051233,3.051233,3096157
2021-02-27,3.051487,3.186080,2.900660,2.996735,2.996735,5667006
2021-02-28,2.996225,3.031642,2.862008,2.919199,2.919199,6425578
2021-03-01,2.919444,3.240147,2.919444,3.227990,3.227990,7531084
2021-03-02,3.227455,3.291439,3.159480,3.203641,3.203641,7682008
2021-03-03,3.204587,3.391519,3.195435,3.329368,3.329368,7112839
2021-03-04,3.329287,3.345976,3.137506,3.179517,3.179517,7129010
2021-03-05,3.179565,3.179565,3.072564,3.152099,3.152099,6351537
2021-03-06,3.151902,3.196515,3.047711,3.126213,3.126213,6412869
2021-03-07,3.125064,3.398451,3.120591,3.384965,3.384965,6282295
2021-03-08,3.383587,3.478339,3.235937,3.451842,3.451842,8157141
2021-03-09,3.451799,3.635283,3.391043,3.617670,3.617670,8145497
2021-03-10,3.618085,3.748247,3.395085,3.722155,3.722155,9415759
2021-03-11,3.720198,3.788427,3.599452,3.756291,3.756291,8628220
2021-03-12,3.756459,3.760591,3.561993,3.670774,3.670774,7864743
2021-03-13,3.669825,3.941502,3.605019,3.887215,3.887215,10066541
2021-03-14,3.886728,3.908616,3.736355,3.752561,3.752561,8175088
2021-03-15,3.753663,3.792801,3.500656,3.550850,3.550850,8823301
2021-03-16,3.553444,3.557869,3.413735,3.530387,3.530387,8893715
2021-03-17,3.542127,3.642029,3.361280,3.642029,3.642029,8987135
2021-03-18,3.630954,3.668499,3.447290,3.538260,3.538260,4872399
2021-03-19,3.538062,3.641556,3.513911,3.568785,3.568785,4601855
2021-03-20,3.568953,3.625940,3.386110,3.387515,3.387515,4353154
2021-03-21,3.388435,3.424670,3.196840,3.266295,3.266295,4087605
2021-03-22,3.266700,3.288523,3.022624,3.049753,3.049753,3433665
2021-03-23,3.045369,3.147913,2.993298,3.078394,3.078394,2952749
2021-03-24,3.077991,3.220181,2.945785,2.955659,2.955659,3741642
2021-03-25,2.956105,3.000019,2.844239,2.907834,2.907834,3913786
2021-03-26,2.908115,3.030297,2.903531,3.029968,3.029968,2223701
2021-03-27,3.030285,3.351402,2.963985,3.146129,3.146129,3204447
2021-03-28,3.145899,3.169237,3.066739,3.102672,3.102672,2175264
2021-03-29,3.102432,3.342594,3.084109,3.275804,3.275804,4429589
2021-03-30,3.281958,3.411447,3.234331,3.371538,3.371538,5464174
2021-03-31,3.371620,3.435011,3.318627,3.387623,3.387623,3973216
2021-04-01,3.387587,3.418618,3.311436,3.382877,3.382877,2855635
2021-04-02,3.382864,3.457631,3.357486,3.411460,3.411460,4527241
2021-04-03,3.411502,3.473673,3.330024,3.389071,3.389071,5751412
2021-04-04,3.387242,3.433940,3.319294,3.355487,3.355487,4470215
2021-04-05,3.355828,3.425605,3.295044,3.425314,3.425314,5442092
2021-04-06,3.429011,3.447632,3.328212,3.400729,3.400729,6404461
2021-04-07,3.399515,3.427938,3.235913,3.283213,3.283213,6156014
2021-04-08,3.279597,3.407792,3.257471,3.385231,3.385231,4934785
2021-04-09,3.385368,3.522101,3.364819,3.511750,3.511750,4933346
2021-04-10,3.503243,3.677270,3.463950,3.608922,3.608922,6718404
2021-04-11,3.608931,3.652134,3.555937,3.637232,3.637232,4827488
2021-04-12,3.636966,3.690877,3.593751,3.647138,3.647138,6274815
2021-04-13,3.640684,3.804311,3.637197,3.760795,3.760795,7237787
2021-04-14,3.756815,3.875724,3.695665,3.764090,3.764090,7525091
2021-04-15,3.765590,3.808886,3.659911,3.743072,3.743072,6544907
2021-04-16,3.743839,3.809042,3.624014,3.751497,3.751497,4397214
2021-04-17,3.748999,3.776601,3.646294,3.685985,3.685985,4100649
2021-04-18,3.684826,3.696048,3.238713,3.421885,3.421885,4329716
2021-04-19,3.422008,3.486391,3.299557,3.363341,3.363341,3557405
2021-04-20,3.361518,3.459415,3.216868,3.431977,3.431977,4645015
2021-04-21,3.424257,3.476812,3.280495,3.306258,3.306258,3561132
2021-04-22,3.306598,3.412468,3.118137,3.171469,3.171469,3675811
2021-04-23,3.169790,3.306039,2.962762,3.269329,3.269329,4713435
2021-04-24,3.269130,3.276465,3.071244,3.190842,3.190842,3893366
2021-04-25,3.186260,3.242821,3.067883,3.158322,3.158322,3478112
2021-04-26,3.159535,3.684553,3.153519,3.519030,3.519030,5825840
2021-04-27,3.519657,3.646766,3.464134,3.646766,3.646766,4210048
2021-04-28,3.648744,3.708755,3.560399,3.608791,3.608791,4547539
2021-04-29,3.604465,3.672351,3.537289,3.631364,3.631364,5575936
2021-04-30,3.630610,3.893892,3.584978,3.876452,3.876452,4302732
2021-05-01,3.872709,3.956829,3.856196,3.956829,3.956829,3597831
2021-05-02,3.956850,3.957454,3.826154,3.853283,3.853283,3134706
2021-05-03,3.853744,4.215863,3.853744,4.035271,4.035271,5030162
2021-05-04,4.037078,4.080020,3.839868,3.876459,3.876459,4417754
2021-05-05,3.868016,4.499759,3.857832,4.303733,4.303733,3431696
2021-05-06,4.302442,4.319601,4.133226,4.295653,4.295653,2825799
2021-05-07,4.297740,4.431689,4.120998,4.357686,4.357686,2097452
2021-05-08,4.358639,4.723917,4.328631,4.696901,4.696901,1812290
2021-05-09,4.698186,4.997890,4.658407,4.868278,4.868278,3601931
2021-05-10,4.859675,4.907709,4.213859,4.306720,4.306720,5667388
2021-05-11,4.308231,4.518631,4.145922,4.457129,4.457129,4408197
2021-05-12,4.448769,4.520973,4.095566,4.119818,4.119818,2649086
2021-05-13,4.060079,4.151179,3.870641,4.014460,4.014460,4435455
2021-05-14,4.011318,4.263010,3.961007,4.136675,4.136675,3916643
2021-05-15,4.137538,4.177077,3.866944,3.892078,3.892078,3274072
2021-05-16,3.885548,4.068355,3.610020,3.794455,3.794455,4175002
2021-05-17,3.793552,3.806614,3.478813,3.567606,3.567606,5097737
2021-05-18,3.573952,3.699780,3.465760,3.495936,3.495936,3688502
2021-05-19,3.493042,3.530086,2.489378,2.961890,2.961890,8493970
2021-05-20,2.961260,3.264701,2.829554,3.161127,3.161127,4571077
2021-05-21,3.164982,3.247462,2.655018,2.885277,2.885277,4426855
2021-05-22,2.885031,2.974561,2.748400,2.866687,2.866687,3180136
2021-05-23,2.867534,2.958223,2.397637,2.652652,2.652652,4167467
2021-05-24,2.650320,3.060086,2.584862,2.979513,2.979513,4647182
2021-05-25,2.981549,3.073835,2.883215,3.035455,3.035455,3557569
2021-05-26,3.043333,3.390621,3.011894,3.250714,3.250714,2322612
2021-05-27,3.249908,3.324864,3.031047,3.292076,3.292076,2569932
2021-05-28,3.292012,3.321468,3.004829,3.066914,3.066914,2239685
2021-05-29,3.065608,3.353873,2.994822,3.302300,3.302300,2158923
2021-05-30,3.299888,3.428527,3.185338,3.289897,3.289897,946765
2021-05-31,3.290651,3.308827,3.001684,3.091765,3.091765,3945327
2021-06-01,3.096514,3.148200,2.970547,3.034450,3.034450,4150772
2021-06-02,3.035266,3.218302,2.991249,3.058651,3.058651,3563107
2021-06-03,3.057368,3.297695,3.048262,3.192505,3.192505,5664689
2021-06-04,3.194288,3.247388,2.994863,3.200040,3.200040,4565045
2021-06-05,3.199039,3.305629,3.109706,3.197500,3.197500,2866597
2021-06-06,3.197808,3.424353,3.183052,3.424353,3.424353,2702367
2021-06-07,3.424754,3.665941,3.235886,3.243292,3.243292,3295172
2021-06-08,3.239876,3.316430,2.882046,3.001694,3.001694,2363943
2021-06-09,3.001214,3.364731,2.887576,3.196316,3.196316,1488600
2021-06-10,3.198781,3.301691,3.090854,3.216487,3.216487,1405955
2021-06-11,3.216921,3.294432,2.955205,3.020640,3.020640,2525363
2021-06-12,3.023654,3.115671,2.839636,2.945512,2.945512,2169519
2021-06-13,2.950814,3.191025,2.930944,3.126638,3.126638,1930054
2021-06-14,3.126954,3.153348,2.993783,3.127313,3.127313,2290827
2021-06-15,3.026681,3.282217,3.022006,3.121058,3.121058,2262732
2021-06-16,3.167757,3.341029,3.057634,3.072223,3.072223,1827264
2021-06-17,3.072594,3.149291,3.000392,3.019360,3.019360,1089697
2021-06-18,3.019409,3.064878,2.790664,2.845798,2.845798,1781022
2021-06-19,2.848671,2.905246,2.809482,2.865352,2.865352,1450114
2021-06-20,2.862379,3.000575,2.681333,2.865851,2.865851,2307516
2021-06-21,2.865685,2.868284,2.445875,2.454771,2.454771,3544214
2021-06-22,2.456587,2.595444,2.267750,2.489756,2.489756,3767266
2021-06-23,2.491229,2.679949,2.459582,2.632889,2.632889,2200576
2021-06-24,2.625717,2.732623,2.554543,2.728453,2.728453,1867486
2021-06-25,2.727789,2.746519,2.492535,2.511769,2.511769,1848666
2021-06-26,2.506112,2.543447,2.305883,2.322481,2.322481,2692058
2021-06-27,2.325030,2.342058,2.077172,2.258907,2.258907,3382889
2021-06-28,2.260796,2.305491,2.218712,2.271346,2.271346,1797932
2021-06-29,2.270478,2.406849,2.253513,2.360814,2.360814,2082688
2021-06-30,2.363186,2.373304,2.280364,2.331594,2.331594,1176366
2021-07-01,2.332079,2.332454,2.187258,2.218998,2.218998,1346322
2021-07-02,2.220569,2.235660,2.163025,2.221683,2.221683,1161076
2021-07-03,2.221537,2.293919,2.196895,2.281809,2.281809,1214238
2021-07-04,2.281613,2.372410,2.262858,2.338133,2.338133,1317077
2021-07-05,2.338564,2.338564,2.248646,2.266591,2.266591,2058064
2021-07-06,2.263416,2.344514,2.262356,2.294390,2.294390,1245237
2021-07-07,2.295402,2.324916,2.261978,2.261978,2.261978,1300793
2021-07-08,2.262886,2.264610,2.160790,2.193362,2.193362,1682796
2021-07-09,2.194087,2.279329,2.166886,2.254932,2.254932,1167524
2021-07-10,2.254797,2.271288,2.215218,2.230335,2.230335,1427426
2021-07-11,2.230833,2.289117,2.202074,2.255078,2.255078,1303426
2021-07-12,2.253855,2.253855,2.135333,2.144704,2.144704,1731829
2021-07-13,2.144620,2.153843,2.011739,2.049008,2.049008,2225925
2021-07-14,2.048953,2.102979,2.005917,2.074464,2.074464,2217982
2021-07-15,2.074628,2.095897,1.980113,1.996734,1.996734,1853867
2021-07-16,1.999482,2.045393,1.979237,1.998565,1.998565,1860579
2021-07-17,1.998281,2.011355,1.960269,1.960269,1.960269,1366674
2021-07-18,1.960479,1.986045,1.938928,1.953743,1.953743,1495227
2021-07-19,1.953847,1.982081,1.900193,1.923689,1.923689,1934253
2021-07-20,1.923730,1.931891,1.779694,1.827738,1.827738,2791522
2021-07-21,1.827561,2.005423,1.812530,1.969433,1.969433,2592728
2021-07-22,1.969752,2.019124,1.927975,1.985420,1.985420,1768390
2021-07-23,1.985206,2.057869,1.968065,2.056748,2.056748,1570456
2021-07-24,2.057404,2.201969,2.046547,2.133190,2.133190,2085835
2021-07-25,2.132859,2.183767,2.110463,2.181935,2.181935,1630568
2021-07-26,2.182331,2.395611,2.180146,2.306840,2.306840,3958905
2021-07-27,2.305293,2.391010,2.256206,2.390525,2.390525,1938335
2021-07-28,2.393796,2.465754,2.328722,2.348051,2.348051,3636209
2021-07-29,2.347263,2.461866,2.321348,2.443703,2.443703,2259049
2021-07-30,2.451174,2.548052,2.386715,2.548052,2.548052,2488064
2021-07-31,2.551374,2.552424,2.430138,2.526131,2.526131,1936480
2021-08-01,2.520900,2.575317,2.483681,2.504524,2.504524,1924610
2021-08-02,2.501632,2.504902,2.428969,2.455008,2.455008,1823574
2021-08-03,2.455887,2.477158,2.367328,2.388558,2.388558,2103443
2021-08-04,2.389070,2.520561,2.355467,2.506988,2.506988,1902759
2021-08-05,2.506194,2.613464,2.394102,2.604943,2.604943,2692505
2021-08-06,2.604894,2.671767,2.552977,2.640701,2.640701,3108308
2021-08-07,2.639152,2.768971,2.615945,2.764972,2.764972,2400556
2021-08-08,2.761841,2.805699,2.688113,2.705978,2.705978,1992892
2021-08-09,2.707155,2.862247,2.638855,2.853780,2.853780,2661946
2021-08-10,2.856161,2.867794,2.784836,2.832559,2.832559,2663710
2021-08-11,2.834630,2.915908,2.802273,2.828237,2.828237,2738530
2021-08-12,2.825910,2.848094,2.715089,2.739174,2.739174,3800766
2021-08-13,2.738945,2.941459,2.733555,2.940903,2.940903,3979840
2021-08-14,2.941466,2.953517,2.829309,2.914569,2.914569,4253536
2021-08-15,2.914807,2.945539,2.814581,2.885745,2.885745,1875494
2021-08-16,2.885060,2.942530,2.826891,2.843143,2.843143,2946128
2021-08-17,2.841884,2.882444,2.723959,2.728856,2.728856,2285070
2021-08-18,2.731973,2.810050,2.708381,2.773381,2.773381,2423178
2021-08-19,2.772232,2.876385,2.705537,2.835019,2.835019,1910139
2021-08-20,2.835523,2.966181,2.832765,2.957490,2.957490,2452329
2021-08-21,2.957602,2.978974,2.905225,2.920942,2.920942,1951249
